Transaction_Id,User_Id,Date,Transaction_Type,Category,Amount,Payment_Mode,Location,Notes,Currency,Amount_clean,Amount_Inr,Amount_USD,Amount_Unknown
T11812,U185,2019-03-16,Expense,Food,496,Bank Transfer,Lucknow,Netflix subscription,,496.0,,,496.0
T01025,U161,2021-07-20,Expense,Rent,266,Bank Transfer,Jaipur,Salary,,266.0,,,266.0
T08302,U020,2021-07-05,Expense,Food,103,UPI,Bengaluru,Course fee cash,,103.0,,,103.0
T07782,U011,2019-02-10,Expense,Rent,₹342,UPI,Chennai,Netflix subscription late,₹,342.0,342.0,,
T09907,U175,2020-02-20,Expense,Rent,226,Card,Ahmedabad,Gift,,226.0,,,226.0
T03357,U150,2021-08-29,Expense,Food,₹160,Cash,Mumbai,,₹,160.0,160.0,,
T10353,U040,2020-07-09,Expense,Entertainment,143,Bank Transfer,Delhi,Doctor visit cash,,143.0,,,143.0
T00732,U127,2022-04-25,Expense,Food,553,Cash,Chennai,Netflix subscription,,553.0,,,553.0
T07969,U139,2019-05-13,Expense,Food,540,Card,Pune,Paid electricity bill,,540.0,,,540.0
T02664,U015,2022-06-01,Expense,Rent,76,Unknown,Ahmedabad,Doctor visit late,,76.0,,,76.0
T10540,U049,2022-06-29,Expense,Food,$572,Unknown,Bengaluru,Gift via app,$,572.0,,572.0,
T07660,U183,2021-09-02,Expense,Food,₹669,Cash,Delhi,,₹,669.0,669.0,,
T12132,U032,,Expense,Food,527,Card,Mumbai,Salary late,,527.0,,,527.0
T08851,U108,2022-10-18,Expense,Savings,976,Cash,Pune,Dinner at resto cash,,976.0,,,976.0
T05981,U175,2021-12-08,Expense,Entertainment,"3,479",UPI,Ahmedabad,Netflix subscription via app,,3479.0,,,3479.0
T01593,U084,2022-04-28,Expense,Food,183,Card,Ahmedabad,Paid electricity bill via app,,183.0,,,183.0
T08961,U181,2022-05-07,Expense,Education,"2,647",Card,Delhi,Gift,,2647.0,,,2647.0
T11678,U159,2019-12-02,Expense,Food,155,Card,Bengaluru,Paid electricity bill,,155.0,,,155.0
T07520,U161,2020-12-19,Income,Other Income,"59,363",Bank Transfer,Chennai,Salary,,59363.0,,,59363.0
T00608,U143,2022-08-06,Expense,Food,418,UPI,Chennai,Doctor visit,,418.0,,,418.0
T02248,U044,2022-10-25,Expense,Rent,57,UPI,Mumbai,Gift via app,,57.0,,,57.0
T13320,U131,2021-04-23,Expense,Food,314,Card,Lucknow,Course fee cash,,314.0,,,314.0
T03573,U138,2022-06-28,Expense,Utilities,"1,609",Cash,Delhi,Gift late,,1609.0,,,1609.0
T04129,U139,2019-01-04,Income,Salary,"54,561",Bank Transfer,Kolkata,Gift,,54561.0,,,54561.0
T03640,U002,2021-02-08,Income,Bonus,"75,498",Bank Transfer,Ahmedabad,Paid electricity bill,,75498.0,,,75498.0
T14105,U139,2021-10-12,Expense,Food,"2,572",UPI,Hyderabad,B0k5M6N2rQ,,2572.0,,,2572.0
T09157,U088,2020-09-23,Expense,Food,106,UPI,Pune,Course fee late,,106.0,,,106.0
T01350,U061,2020-09-12,Income,Other Income,"68,244",UPI,Kolkata,zkXA5fvQ8,,68244.0,,,68244.0
T09794,U111,2022-02-11,Expense,Rent,545,UPI,Jaipur,,,545.0,,,545.0
T00976,U128,2022-04-15,Expense,Unknown,943,Card,Mumbai,Paid electricity bill,,943.0,,,943.0
T09370,U108,2020-12-12,Expense,Rent,$133,Card,Jaipur,Dinner at resto,$,133.0,,133.0,
T11168,U166,2019-08-23,Income,Bonus,"76,947",UPI,Chennai,Gift,,76947.0,,,76947.0
T05536,U027,2022-08-05,Expense,Rent,71,Card,Hyderabad,,,71.0,,,71.0
T11830,U054,2021-07-12,Expense,Food,113,Cash,Jaipur,Salary,,113.0,,,113.0
T05938,U008,,Expense,Rent,₹538,Card,Delhi,Doctor visit late,₹,538.0,538.0,,
T07135,U061,2022-10-28,Expense,Food,335,Bank Transfer,Mumbai,Paid electricity bill ,,335.0,,,335.0
T14806,U147,2022-12-14,Expense,Food,369,UPI,Delhi,MZzqkp69hRtxLBPDO,,369.0,,,369.0
T00733,U182,2021-05-16,Expense,Food,-578,Cash,Jaipur,Doctor visit,,-578.0,,,-578.0
T00126,U170,2022-06-30,Expense,Rent,"2,415",Card,Mumbai,Paid electricity bill,,2415.0,,,2415.0
T14972,U096,,Expense,Food,$279,Card,Unknown,Netflix subscription,$,279.0,,279.0,
T12410,U073,2022-11-29,Income,Salary,"71,182",Cash,Unknown,Dinner at resto,,71182.0,,,71182.0
T05706,U182,2020-01-31,Expense,Entertainment,546,Bank Transfer,Unknown,Gift,,546.0,,,546.0
T06805,U113,2019-12-01,Expense,Food,"2,265",Unknown,Lucknow,Monthly rent late,,2265.0,,,2265.0
T07624,U179,2022-11-05,Expense,Travel,433,Bank Transfer,Bengaluru,Salary cash,,433.0,,,433.0
T14630,U033,,Expense,Savings,"1,748",Cash,Pune,Monthly rent,,1748.0,,,1748.0
T08901,U153,2022-10-09,Expense,Food,34,Cash,Chennai,Monthly rent,,34.0,,,34.0
T09203,U004,2019-09-05,Expense,Food,$289,UPI,Unknown,,$,289.0,,289.0,
T01415,U129,2022-01-28,Income,Bonus,"55,637",Bank Transfer,Chennai,Netflix subscription late,,55637.0,,,55637.0
T11197,U023,2021-11-10,Expense,Food,285,Card,Unknown,Uber to office,,285.0,,,285.0
T12307,U001,2021-07-28,Expense,Travel,258,Bank Transfer,Delhi,Monthly rent ,,258.0,,,258.0
T13206,U071,2019-02-20,Expense,Health,91,Bank Transfer,Jaipur,Netflix subscription,,91.0,,,91.0
T14351,U075,2019-12-27,Expense,Others,280,Bank Transfer,Hyderabad,Netflix subscription,,280.0,,,280.0
T02016,U161,2021-10-06,Expense,Food,367,Cash,Bengaluru,Monthly rent,,367.0,,,367.0
T14355,U136,2019-05-10,Expense,Utilities,429,Bank Transfer,Bengaluru,Salary,,429.0,,,429.0
T01668,U042,2021-07-06,Income,Salary,"54,593",Card,Ahmedabad,Gift,,54593.0,,,54593.0
T05462,U056,2021-01-14,Income,Salary,"54,333",Card,Kolkata,3aoIXPm7mwleFUf,,54333.0,,,54333.0
T07925,U149,2019-07-04,Expense,Travel,227,Cash,Ahmedabad,Gift via app,,227.0,,,227.0
T04583,U105,2022-02-20,Expense,Savings,609,Card,Kolkata,Kl2jJ3cqLsxdqK88KpoG,,609.0,,,609.0
T11418,U182,2019-04-11,Expense,Entertainment,33,Cash,Chennai,Doctor visit,,33.0,,,33.0
T14959,U024,,Expense,Health,157,Cash,Pune,Salary,,157.0,,,157.0
T02024,U136,2022-05-06,Expense,Food,$502,Cash,Kolkata,uYBFj1k2RrSIMI14MRV,$,502.0,,502.0,
T10676,U127,2020-03-16,Expense,Travel,171,Bank Transfer,Mumbai,Gift,,171.0,,,171.0
T00949,U060,2022-09-09,Expense,Food,286,UPI,Hyderabad,Netflix subscription via app,,286.0,,,286.0
T03846,U015,2019-12-22,Expense,Savings,365,Card,Pune,Uber to office,,365.0,,,365.0
T08460,U190,2020-07-12,Expense,Rent,599,Cash,Mumbai,Grocery shopping,,599.0,,,599.0
T13065,U191,2021-09-12,Expense,Entertainment,171,Bank Transfer,Lucknow,JrCBCvGAbi3,,171.0,,,171.0
T00221,U069,2020-09-13,Expense,Rent,778,Cash,Lucknow,Doctor visit,,778.0,,,778.0
T14952,U156,2021-03-12,Expense,Travel,517,Cash,Chennai,Monthly rent,,517.0,,,517.0
T13714,U151,2022-04-24,Expense,Food,"1,265",Cash,Delhi,Paid electricity bill via app,,1265.0,,,1265.0
T02560,U178,2019-08-15,Expense,Food,$533,Card,Kolkata,Paid electricity bill,$,533.0,,533.0,
T03023,U073,2020-10-22,Expense,Travel,60,Card,Pune,Salary,,60.0,,,60.0
T02812,U045,2019-03-03,Expense,Travel,834,Bank Transfer,Jaipur,ReoQJE3CarKd12,,834.0,,,834.0
T09455,U069,2019-04-20,Income,Other Income,"$92,991",Cash,Hyderabad,Monthly rent cash,$,92991.0,,92991.0,
T09021,U033,2022-10-25,Expense,Entertainment,351,Cash,Kolkata,Doctor visit,,351.0,,,351.0
T08085,U126,2020-08-24,Expense,Utilities,,Cash,Bengaluru,Salary via app,,,,,
T05681,U182,2022-08-08,Expense,Rent,₹108,Bank Transfer,Lucknow,Gift,₹,108.0,108.0,,
T11575,U091,2021-09-16,Income,Salary,"41,227",Bank Transfer,Chennai,Salary,,41227.0,,,41227.0
T07974,U040,2019-04-24,Expense,Utilities,96,UPI,Hyderabad,Salary,,96.0,,,96.0
T03109,U014,2021-06-12,Expense,Rent,"2,892",UPI,Chennai,Doctor visit via app,,2892.0,,,2892.0
T12707,U105,2022-09-02,Expense,Travel,"2,106",Cash,Bengaluru,Salary,,2106.0,,,2106.0
T01650,U021,2020-09-12,Expense,Travel,995,Cash,Chennai,Grocery shopping,,995.0,,,995.0
T12099,U184,2021-09-21,Expense,Food,"₹1,287",Unknown,Ahmedabad,Doctor visit late,₹,1287.0,1287.0,,
T13387,U054,2022-10-26,Income,Bonus,"72,547",Bank Transfer,Ahmedabad,wCfAoGr0c51,,72547.0,,,72547.0
T06231,U149,2022-07-27,Expense,Utilities,"$1,083",Card,Bengaluru,Doctor visit ,$,1083.0,,1083.0,
T13641,U118,2020-06-11,Expense,Rent,131,Cash,Delhi,Course fee,,131.0,,,131.0
T13334,U180,2022-11-12,Expense,Food,555,Unknown,Ahmedabad,Paid electricity bill cash,,555.0,,,555.0
T14850,U057,2019-02-22,Income,Other Income,"41,522",UPI,Unknown,Netflix subscription,,41522.0,,,41522.0
T10759,U030,2020-09-24,Expense,Rent,"2,279",Cash,Hyderabad,zouQtUPanKcRY4rtoO,,2279.0,,,2279.0
T07259,U012,2022-02-26,Expense,Food,$67,Cash,Lucknow,Gift ,$,67.0,,67.0,
T01879,U092,2021-06-04,Income,Other Income,"$70,096",Card,Pune,Salary ,$,70096.0,,70096.0,
T12211,U063,2022-09-02,Income,Other Income,"₹75,266",Bank Transfer,Pune,Paid electricity bill,₹,75266.0,75266.0,,
T05886,U027,2022-02-02,Expense,Food,228,Card,Ahmedabad,,,228.0,,,228.0
T06811,U165,2021-08-15,Expense,Food,₹153,Card,Ahmedabad,Doctor visit,₹,153.0,153.0,,
T00807,U045,2019-07-10,Expense,Food,₹363,Cash,Mumbai,Salary ,₹,363.0,363.0,,
T07750,U072,2022-02-27,Income,Salary,"40,770",UPI,Delhi,Paid electricity bill via app,,40770.0,,,40770.0
T09356,U024,2020-09-18,Expense,Food,$141,Card,Hyderabad,,$,141.0,,141.0,
T06968,U080,2021-02-15,Expense,Rent,₹459,Bank Transfer,Mumbai,Grocery shopping,₹,459.0,459.0,,
T04017,U059,2022-02-15,Expense,Others,"1,456",Cash,Chennai,Monthly rent via app,,1456.0,,,1456.0
T12528,U106,2021-02-01,Expense,Rent,63,Cash,Delhi,Salary,,63.0,,,63.0
T14420,U093,2019-06-11,Income,Other Income,"₹77,293",Card,Jaipur,Salary cash,₹,77293.0,77293.0,,
T11929,U007,2020-05-09,Income,Salary,"84,823",Card,Pune,Course fee,,84823.0,,,84823.0
T03432,U039,2020-12-09,Expense,Food,134,UPI,Chennai,Grocery shopping,,134.0,,,134.0
T14892,U157,2020-07-29,Expense,Others,208,UPI,Bengaluru,Salary,,208.0,,,208.0
T00562,U080,2021-03-09,Expense,Food,486,Cash,Mumbai,Salary ,,486.0,,,486.0
T09381,U114,2022-06-06,Expense,Food,132,UPI,Delhi,Salary,,132.0,,,132.0
T06720,U059,2021-02-21,Expense,Rent,880,Cash,Unknown,Salary via app,,880.0,,,880.0
T03991,U161,2020-09-07,Expense,Entertainment,₹81,UPI,Jaipur,Uber to office,₹,81.0,81.0,,
T09750,U071,2021-04-17,Expense,Rent,307,Cash,Bengaluru,Netflix subscription,,307.0,,,307.0
T07527,U141,2019-11-24,Expense,Food,518,Bank Transfer,Mumbai,Salary via app,,518.0,,,518.0
T01193,U111,2021-01-17,Expense,Food,500,Cash,Lucknow,Gift,,500.0,,,500.0
T11455,U127,2022-07-03,Income,Salary,"55,063",Card,Kolkata,,,55063.0,,,55063.0
T02576,U178,2020-01-27,Expense,Rent,"1,356",Cash,Hyderabad,Salary ,,1356.0,,,1356.0
T00063,U154,2020-01-09,Expense,Food,₹267,Card,Delhi,,₹,267.0,267.0,,
T02885,U121,2019-01-31,Expense,Food,293,Cash,Jaipur,Uber to office cash,,293.0,,,293.0
T10383,U051,2020-12-09,Expense,Rent,637,Cash,Bengaluru,Doctor visit ,,637.0,,,637.0
T02238,U169,2019-01-27,Expense,Rent,937,Cash,Kolkata,Grocery shopping late,,937.0,,,937.0
T00252,U001,2020-09-02,Expense,Entertainment,₹208,Bank Transfer,Chennai,Gift,₹,208.0,208.0,,
T10527,U073,2020-04-22,Expense,Rent,854,Bank Transfer,Hyderabad,iz1WKeV7B,,854.0,,,854.0
T07796,U164,2019-11-07,Expense,Health,247,UPI,Kolkata,Course fee,,247.0,,,247.0
T14932,U068,2020-09-12,Expense,Travel,"2,247",Card,Jaipur,Course fee,,2247.0,,,2247.0
T06649,U074,2021-09-09,Expense,Others,82,Cash,Chennai,Gift,,82.0,,,82.0
T12218,U028,2019-11-11,Expense,Entertainment,"2,379",Bank Transfer,Hyderabad,Uber to office cash,,2379.0,,,2379.0
T13824,U148,2022-06-11,Expense,Utilities,108,Cash,Delhi,Dinner at resto via app,,108.0,,,108.0
T07301,U141,2022-02-16,Expense,Food,45,Bank Transfer,Bengaluru,Doctor visit via app,,45.0,,,45.0
T01111,U034,2020-12-28,Expense,Rent,965,Unknown,Pune,,,965.0,,,965.0
T08403,U185,2021-08-11,Expense,Food,407,Card,Chennai,Uber to office,,407.0,,,407.0
T11438,U134,2019-06-27,Expense,Travel,369,UPI,Bengaluru,Gift,,369.0,,,369.0
T08762,U138,2020-06-18,Expense,Travel,"2,714",UPI,Kolkata,Netflix subscription,,2714.0,,,2714.0
T11149,U011,2020-05-08,Income,Bonus,"45,790",Bank Transfer,Bengaluru,Paid electricity bill ,,45790.0,,,45790.0
T13010,U057,2021-06-02,Expense,Food,$412,Cash,Lucknow,Course fee,$,412.0,,412.0,
T05259,U074,2019-08-24,Expense,Rent,286,Card,Bengaluru,Gift ,,286.0,,,286.0
T13676,U110,2022-03-12,Expense,Utilities,224,Card,Bengaluru,Course fee,,224.0,,,224.0
T11594,U149,2021-12-04,Income,Bonus,"₹47,939",Bank Transfer,Jaipur,Monthly rent via app,₹,47939.0,47939.0,,
T14053,U087,2019-12-31,Expense,Utilities,403,UPI,Pune,Paid electricity bill,,403.0,,,403.0
T09057,U010,2019-05-18,Expense,Rent,₹162,UPI,Lucknow,Monthly rent,₹,162.0,162.0,,
T05360,U133,2021-08-23,Income,Other Income,"59,573",Cash,Kolkata,,,59573.0,,,59573.0
T09592,U135,2021-12-13,Expense,Rent,₹386,Cash,Pune,,₹,386.0,386.0,,
T01303,U026,2022-12-01,Expense,Rent,218,UPI,Hyderabad,Paid electricity bill,,218.0,,,218.0
T03886,U043,2019-09-17,Expense,Food,"3,402",UPI,Hyderabad,Uber to office,,3402.0,,,3402.0
T02754,U164,2021-06-29,Expense,Utilities,173,UPI,Kolkata,,,173.0,,,173.0
T13108,U061,2022-04-02,Expense,Others,394,Card,Delhi,Grocery shopping,,394.0,,,394.0
T09627,U190,2019-03-31,Expense,Utilities,"₹1,426",UPI,Jaipur,Uber to office,₹,1426.0,1426.0,,
T07156,U090,2021-06-24,Income,Bonus,"₹21,872",Bank Transfer,Unknown,Uber to office,₹,21872.0,21872.0,,
T05192,U092,2022-02-03,Expense,Travel,240,Card,Pune,Paid electricity bill,,240.0,,,240.0
T07001,U089,2020-09-16,Income,Other Income,"66,218",UPI,Pune,Salary,,66218.0,,,66218.0
T04050,U012,2019-07-16,Income,Salary,"76,512",UPI,Lucknow,Gift,,76512.0,,,76512.0
T13511,U052,,Expense,Rent,289,Cash,Mumbai,Gift,,289.0,,,289.0
T01728,U122,2021-12-23,Expense,Rent,"₹2,213",Card,Delhi,Netflix subscription,₹,2213.0,2213.0,,
T07174,U005,2019-12-19,Expense,Food,117,UPI,Bengaluru,Monthly rent,,117.0,,,117.0
T01754,U142,2020-08-26,Expense,Others,381,UPI,Lucknow,,,381.0,,,381.0
T03709,U035,2022-02-28,Expense,Utilities,377,Bank Transfer,Delhi,Grocery shopping,,377.0,,,377.0
T11385,U003,2020-02-02,Expense,Food,27,Card,Lucknow,Dinner at resto cash,,27.0,,,27.0
T05252,U086,2019-01-20,Expense,Food,259,UPI,Hyderabad,Grocery shopping,,259.0,,,259.0
T06806,U035,2019-05-21,Expense,Others,"1,870",Cash,Unknown,Dinner at resto,,1870.0,,,1870.0
T08929,U177,2022-08-29,Expense,Food,458,Bank Transfer,Delhi,Monthly rent,,458.0,,,458.0
T07778,U123,2019-10-02,Income,Salary,"₹44,916",Card,Delhi,cKtyyp32dO5seubQut,₹,44916.0,44916.0,,
T12161,U041,2022-10-08,Expense,Entertainment,138,Card,Unknown,Gift cash,,138.0,,,138.0
T12782,U132,2020-05-29,Expense,Rent,"2,487",Bank Transfer,Jaipur,Uber to office ,,2487.0,,,2487.0
T01896,U050,2022-12-30,Expense,Education,403,Card,Mumbai,,,403.0,,,403.0
T03303,U178,2020-12-31,Expense,Education,464,Bank Transfer,Hyderabad,Doctor visit,,464.0,,,464.0
T10092,U091,,Expense,Health,"3,361",Cash,Jaipur,Paid electricity bill,,3361.0,,,3361.0
T14517,U071,2022-02-11,Expense,Entertainment,₹187,UPI,Mumbai,Doctor visit,₹,187.0,187.0,,
T03385,U048,2019-09-17,Expense,Rent,230,Bank Transfer,Hyderabad,Gift late,,230.0,,,230.0
T09903,U120,2022-12-26,Expense,Utilities,"1,079",Cash,Delhi,Netflix subscription,,1079.0,,,1079.0
T09988,U126,2022-11-19,Expense,Rent,₹658,Card,Pune,Netflix subscription via app,₹,658.0,658.0,,
T08888,U167,2022-11-15,Expense,Travel,$202,Unknown,Ahmedabad,,$,202.0,,202.0,
T09046,U033,2021-03-07,Expense,Utilities,181,Bank Transfer,Lucknow,Paid electricity bill cash,,181.0,,,181.0
T10148,U184,2019-01-06,Expense,Utilities,657,Cash,Mumbai,Course fee,,657.0,,,657.0
T04916,U117,2022-09-16,Income,Bonus,"62,170",Card,Jaipur,Grocery shopping,,62170.0,,,62170.0
T06113,U191,2019-01-23,Expense,Savings,971,Card,Delhi,Uber to office,,971.0,,,971.0
T11489,U023,2021-12-01,Expense,Utilities,228,Bank Transfer,Chennai,Uber to office ,,228.0,,,228.0
T11553,U019,2021-06-08,Income,Bonus,"$55,279",Bank Transfer,Bengaluru,,$,55279.0,,55279.0,
T06158,U138,,Expense,Rent,930,Cash,Jaipur,Uber to office late,,930.0,,,930.0
T12346,U109,2022-03-30,Expense,Travel,979,Card,Mumbai,Uber to office,,979.0,,,979.0
T08523,U050,2022-03-17,Expense,Food,₹97,Unknown,Pune,,₹,97.0,97.0,,
T10242,U160,2019-01-04,Income,Bonus,"71,519",UPI,Pune,Grocery shopping via app,,71519.0,,,71519.0
T06470,U026,2022-07-04,Expense,Utilities,525,Bank Transfer,Pune,Grocery shopping,,525.0,,,525.0
T04884,U165,2019-01-30,Expense,Rent,201,Card,Pune,Paid electricity bill,,201.0,,,201.0
T09548,U050,2020-01-23,Expense,Entertainment,"$1,104",Bank Transfer,Jaipur,Salary,$,1104.0,,1104.0,
T11755,U095,2022-09-10,Expense,Food,823,UPI,Ahmedabad,Uber to office via app,,823.0,,,823.0
T05424,U025,2019-05-29,Expense,Rent,$192,Card,Mumbai,Salary,$,192.0,,192.0,
T11607,U045,2022-10-22,Expense,Others,₹503,UPI,Chennai,Gift,₹,503.0,503.0,,
T13204,U159,2021-09-03,Income,Bonus,"47,486",UPI,Hyderabad,Course fee,,47486.0,,,47486.0
T14424,U071,2022-02-15,Expense,Rent,563,UPI,Pune,Salary late,,563.0,,,563.0
T04269,U148,2021-06-22,Expense,Utilities,128,Bank Transfer,Pune,Monthly rent,,128.0,,,128.0
T08990,U108,2020-09-25,Expense,Entertainment,168,Cash,Pune,Grocery shopping,,168.0,,,168.0
T07361,U114,2022-07-01,Expense,Travel,₹479,Cash,Kolkata,,₹,479.0,479.0,,
T09213,U157,2020-05-17,Expense,Travel,"6,822",Cash,Ahmedabad,Course fee,,6822.0,,,6822.0
T03868,U165,2020-07-17,Expense,Food,910,Cash,Pune,Grocery shopping via app,,910.0,,,910.0
T06489,U039,2020-03-13,Expense,Rent,96,Card,Bengaluru,Uber to office,,96.0,,,96.0
T08058,U176,2020-01-27,Expense,Travel,₹53,UPI,Bengaluru,Course fee late,₹,53.0,53.0,,
T11597,U148,2019-01-30,Income,Bonus,"69,874",Bank Transfer,Bengaluru,Dinner at resto,,69874.0,,,69874.0
T06031,U105,2021-12-02,Expense,Rent,264,Card,Mumbai,Gift,,264.0,,,264.0
T06922,U126,2020-05-08,Expense,Food,39,Cash,Ahmedabad,,,39.0,,,39.0
T13885,U096,2019-03-10,Expense,Food,"1,915",UPI,Lucknow,Doctor visit cash,,1915.0,,,1915.0
T02407,U064,2020-12-11,Income,Bonus,"70,843",UPI,Jaipur,Monthly rent late,,70843.0,,,70843.0
T06424,U139,2020-06-28,Expense,Savings,"1,731",UPI,Kolkata,Grocery shopping,,1731.0,,,1731.0
T02725,U052,2021-11-04,Expense,Travel,266,UPI,Jaipur,Paid electricity bill ,,266.0,,,266.0
T09170,U134,2021-08-09,Income,Bonus,"64,987",UPI,Ahmedabad,Netflix subscription,,64987.0,,,64987.0
T03489,U019,2019-02-07,Income,Other Income,"59,414",Bank Transfer,Kolkata,Dinner at resto ,,59414.0,,,59414.0
T02019,U097,2022-02-07,Expense,Utilities,205,Card,Kolkata,Uber to office,,205.0,,,205.0
T05950,U177,2021-07-08,Expense,Food,51,Bank Transfer,Kolkata,Monthly rent,,51.0,,,51.0
T06156,U054,2019-01-29,Expense,Savings,₹195,Unknown,Delhi,Dinner at resto,₹,195.0,195.0,,
T10114,U053,2022-06-23,Income,Bonus,"₹65,146",Bank Transfer,Kolkata,Monthly rent,₹,65146.0,65146.0,,
T03632,U112,2020-10-20,Expense,Unknown,153,Cash,Lucknow,Netflix subscription,,153.0,,,153.0
T01449,U121,2019-04-23,Income,Other Income,"43,755",UPI,Bengaluru,Salary ,,43755.0,,,43755.0
T08461,U159,2019-07-04,Expense,Entertainment,383,Bank Transfer,Hyderabad,Dinner at resto,,383.0,,,383.0
T11361,U063,2021-01-28,Expense,Entertainment,"4,258",Bank Transfer,Delhi,Uber to office via app,,4258.0,,,4258.0
T13543,U048,2020-03-09,Expense,Utilities,201,UPI,Lucknow,Monthly rent,,201.0,,,201.0
T00806,U141,2021-01-12,Expense,Travel,$778,UPI,Mumbai,Grocery shopping,$,778.0,,778.0,
T09354,U092,2020-06-23,Expense,Rent,117,Cash,Delhi,Salary cash,,117.0,,,117.0
T14617,U018,2020-02-02,Expense,Others,285,Unknown,Lucknow,Nln5hWC0Gi,,285.0,,,285.0
T03951,U035,2019-08-26,Expense,Food,116,UPI,Jaipur,Gift,,116.0,,,116.0
T08333,U139,2022-07-04,Expense,Food,"1,025",Cash,Kolkata,Uber to office,,1025.0,,,1025.0
T06616,U041,2021-11-08,Expense,Rent,406,Card,Lucknow,Gift,,406.0,,,406.0
T04286,U046,2020-12-09,Expense,Travel,269,Cash,Bengaluru,Gift via app,,269.0,,,269.0
T14720,U029,2022-04-15,Expense,Food,₹184,Cash,Chennai,Monthly rent,₹,184.0,184.0,,
T12703,U191,2022-05-03,Expense,Travel,189,UPI,Delhi,Course fee,,189.0,,,189.0
T10455,U061,2022-11-09,Expense,Rent,$208,Card,Pune,Gift late,$,208.0,,208.0,
T09096,U001,2022-01-08,Income,Other Income,"71,407",UPI,Jaipur,Salary late,,71407.0,,,71407.0
T05767,U117,2019-03-09,Expense,Entertainment,398,Cash,Mumbai,Gift,,398.0,,,398.0
T08467,U080,2021-02-16,Expense,Travel,252,UPI,Chennai,Uber to office,,252.0,,,252.0
T06503,U004,2022-12-13,Expense,Food,"1,114",Unknown,Chennai,Course fee,,1114.0,,,1114.0
T03653,U132,2019-09-14,Expense,Utilities,,Card,Hyderabad,Gift,,,,,
T06498,U034,2022-03-05,Income,Bonus,"58,709",Cash,Chennai,Gift,,58709.0,,,58709.0
T04544,U153,2019-02-10,Expense,Travel,156,Card,Mumbai,Grocery shopping ,,156.0,,,156.0
T13077,U183,2020-06-06,Expense,Unknown,115,UPI,Pune,Uber to office cash,,115.0,,,115.0
T02806,U023,2020-05-10,Expense,Rent,₹32,Bank Transfer,Hyderabad,Paid electricity bill,₹,32.0,32.0,,
T05674,U185,2020-12-18,Expense,Food,187,UPI,Kolkata,Monthly rent,,187.0,,,187.0
T04611,U089,2022-01-28,Expense,Entertainment,₹812,Bank Transfer,Bengaluru,Gift,₹,812.0,812.0,,
T07067,U020,2022-01-10,Expense,Travel,122,Bank Transfer,Jaipur,Doctor visit via app,,122.0,,,122.0
T03655,U153,2020-03-21,Income,Other Income,"₹35,476",Unknown,Unknown,Doctor visit cash,₹,35476.0,35476.0,,
T00124,U029,2022-11-10,Expense,Food,174,Bank Transfer,Hyderabad,Uber to office,,174.0,,,174.0
T14496,U174,2019-09-10,Expense,Travel,958,UPI,Bengaluru,Dinner at resto,,958.0,,,958.0
T02187,U075,2019-11-04,Expense,Rent,65,Cash,Mumbai,Gift,,65.0,,,65.0
T04908,U030,2022-03-09,Expense,Rent,341,Bank Transfer,Hyderabad,Monthly rent,,341.0,,,341.0
T02769,U043,2022-06-03,Expense,Travel,393,Cash,Pune,Gift via app,,393.0,,,393.0
T12305,U106,2022-01-23,Income,Salary,"54,947",Card,Hyderabad,,,54947.0,,,54947.0
T13137,U098,2021-04-30,Expense,Travel,$165,Cash,Mumbai,Dinner at resto ,$,165.0,,165.0,
T13361,U028,2020-03-28,Expense,Utilities,599,UPI,Lucknow,MVqI3dVfgZ,,599.0,,,599.0
T01137,U126,2019-06-28,Expense,Entertainment,371,Card,Delhi,Gift,,371.0,,,371.0
T02837,U080,2022-02-21,Expense,Food,263,UPI,Pune,Dinner at resto,,263.0,,,263.0
T08958,U058,2021-09-03,Expense,Travel,₹292,Unknown,Unknown,Paid electricity bill cash,₹,292.0,292.0,,
T05068,U192,2020-05-17,Expense,Utilities,$562,Card,Mumbai,Netflix subscription via app,$,562.0,,562.0,
T14116,U034,2021-11-04,Expense,Food,₹225,Bank Transfer,Hyderabad,9eWqjZPeeHa0Apog8Yfy,₹,225.0,225.0,,
T14425,U003,2019-08-09,Expense,Others,529,UPI,Mumbai,Monthly rent,,529.0,,,529.0
T07860,U190,2020-05-10,Expense,Rent,"1,084",Card,Jaipur,Netflix subscription via app,,1084.0,,,1084.0
T12258,U066,2022-11-23,Expense,Entertainment,"3,790",UPI,Kolkata,Netflix subscription,,3790.0,,,3790.0
T13037,U077,2019-04-23,Expense,Food,₹375,Card,Jaipur,Course fee ,₹,375.0,375.0,,
T00779,U190,2019-06-12,Expense,Entertainment,540,Cash,Unknown,Course fee ,,540.0,,,540.0
T14801,U189,2021-07-12,Expense,Travel,₹169,UPI,Bengaluru,Course fee,₹,169.0,169.0,,
T06255,U089,2021-03-29,Expense,Health,347,UPI,Kolkata,Gift,,347.0,,,347.0
T07634,U001,2021-02-04,Income,Salary,"51,426",Cash,Hyderabad,Dinner at resto,,51426.0,,,51426.0
T12626,U168,2021-12-10,Expense,Travel,₹99,Cash,Jaipur,Dinner at resto,₹,99.0,99.0,,
T01111,U127,2022-12-16,Expense,Education,414,Cash,Pune,Salary,,414.0,,,414.0
T14753,U188,2019-12-01,Expense,Rent,858,Unknown,Hyderabad,Paid electricity bill late,,858.0,,,858.0
